Date,Forecasted_Demand,Inventory_Level,Reorder_Point,Safety_Stock,EOQ
2017-12-04,4.752942567318655,891.5246053239239,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-05,10.380284794010187,881.1443205299137,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-06,161.67248864759614,719.4718318823175,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-07,48.36607957025123,671.1057523120662,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-08,51.594719890500045,619.5110324215661,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-09,6.5063698044160745,613.0046626171501,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-10,50.05777823487832,562.9468843822717,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-11,5.012022165807274,557.9348622164645,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-12,10.63383760726628,547.3010246091982,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-13,162.20313797702792,385.09788663217023,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-14,48.672356107378434,1399.6709547035582,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-15,51.833277609998355,1347.83767709356,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-16,6.765399648573172,1341.0722774449869,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-17,50.323378246144856,1290.748899198842,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-18,5.268110724086121,1285.4807884747559,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-19,10.89016054386298,1274.5906279308929,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-20,162.39429508861542,1112.1963328422776,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-21,48.91447486522061,1063.281857977057,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-22,52.09011967813853,1011.1917382989184,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-23,7.016575985695219,1004.1751623132232,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-24,50.57213492457121,953.603027388652,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-25,5.518197618251065,948.0848297704009,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-26,11.139347309183016,936.9454824612179,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-27,162.65774798458588,774.2877344766321,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-28,49.165333160945806,725.1224013156863,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-29,52.336796768709,672.7856045469773,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-30,7.263815223193987,665.5217893237833,513.1109225285866,214.66801875558713,1063.2454241787664
2017-12-31,50.81920711115156,614.7025822126318,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-01,5.764256254415216,608.9383259582166,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-02,11.384929756750454,597.5533962014662,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-03,162.89936341856134,434.65403278290484,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-04,49.40921999615827,1448.4902369655128,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-05,52.58102636903986,1395.909210596473,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-06,7.507308048598922,1388.4019025478742,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-07,51.06215004067437,1337.3397525071998,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-08,6.006862786474812,1331.332889720725,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-09,11.627092484549603,1319.7057972361754,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-10,163.1419070117991,1156.5638902243763,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-11,49.65071617599065,1106.9131740483856,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-12,52.821937168767505,1054.091236879618,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-13,7.7478984614680755,1046.3433384181499,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-14,51.30239141741904,995.0409470007309,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-15,6.246719879949858,988.794227120781,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-16,11.866603919574025,976.927623201207,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-17,163.380895214621,813.546727986586,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-18,49.88952476511672,763.6572032214693,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-19,53.06047174296446,710.5967314785049,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-20,7.986109862988982,702.6106216155159,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-21,51.540298107984086,651.0703235075318,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-22,6.484341496632837,644.585982010899,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-23,12.103942655371576,632.4820393555274,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-24,163.61800298408207,468.8640363714453,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-25,50.12633249773724,1481.9831280524745,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-26,53.29701146399438,1428.6861165884802,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-27,8.222402820405748,1420.4637137680745,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-28,51.77634960114779,1368.6873641669267,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-29,6.7201562677892355,1361.9672078991375,513.1109225285866,214.66801875558713,1063.2454241787664
2018-01-30,12.339529208799867,1349.6276786903377,513.1109225285866,214.66801875558713,1063.2454241787664
